description,unit,rate
Raking out joints of stone masonry surface to the required width and depth by mechanical / manual means..,One Square Metre,72.0
"Cleaning the sand stone surface and removing dirt, dust, bird dropping, grease, oil, algae, fungus, monkey beats, vegetable growth etc.,",One Square Metre,211.0
Providing and applying antifungal wash treatment using 3% solution of sodium pentachlorophenate,One Square Metre,78.0
"Ruled / Flush pointing on Red sand stone masonry surface with lime, surkhi and marble dust mortar in the ratio of 1:1.5:1/2",One Square Metre,374.0
"Ruled/ Flush pointing on White sand stone masonry surface with lime, surkhi and marble dust mortar in the ratio of 1:1.5:1/2",One Square Metre,374.0
Applying two or more coat of Ethyl Silicate chemical as approved by Archaeological Survey of India/ Engineer-in-charge,One Square Metre,329.0
"Applying breathable, non-reactive, antifungal, and water repellant Silane/ Siloxane chemical as approved by Archaeological Survey of India/ Engineer-in-charge",One Square Metre,110.0
P/S aluminium extruded tubular and other aluminium sections as per the architectural drawings and approved shop drawings,One Kilogram,414.0
"Designing, fabricating, testing, protection, installing and fixing in position semi (grid) unitized system of structural glazing (with open joints) for linear as well as curvilinear portions of the building for all heights and all levels including:",One Square Metre,3511.0
Extra for openable side / top hung vision glass panels (IGUs) including providing and supplying at site all accessories and hardwares for the openable panels as specified.,One Square Metre,3672.0
Design supply & installation of suspended Spider Glazing system designed to withstand the wind pressure as per IS 875 (Part-III).,One Square Metre,9502.0
"P/F Phenol bonded Bamboowood in wall skirting with planks of sizes 14mm thick, 1900mm length (minimum) and 85mm wide(minimum)",One Square Metre,6034.0
"P/F Phenol bonded Bamboowood wall cladding at all height with planks of sizes 10mm thick, 1800mm length (minimum) and 130 mm wide (minimum)",One Square Metre,6284.0
"P/F Phenol bonded Bamboowood panelled or panelled and glazed shutters for doors windows, clerestorey windows with pre-molded 30mm thick planks..",One Square Metre,6936.0
"P/F Phenol bonded Bamboowood panelling of 10mm thick, in 25 to 40 mm thick panelled or panelled & glazed shutters for doors, windows, clerestorey windows",One Square Metre,4556.0
"P/F 65 mm thick factory made door frame of Phenol bonded Bamboo wood (superior class, interior use)",One Cubic Decimetre,326.0
P/E/L/F 3.5 to 4 mm thick bamboo mat corrugated sheet (BMCS) as per IS: 15476-2004 in roofing,One Square Metre,6012.0
P/F in position ridges of 3.5 to 4 mm thick bamboo mat ridge cap (BMRC) as per IS: 15476-2004 in roofing,One Metre,4830.0
P/F at all height false ceiling of 4mm thick phenol bonded Bamboo Mat board (595x595mm) conforming to IS:13958-1994,One Square Metre,4039.0
3 mm thickness,One Square Metre,2942.0
4 mm thickness,One Square Metre,3332.0
6 mm thickness,One Square Metre,3924.0
9 mm thickness,One Square Metre,4907.0
12 mm thickness,One Square Metre,5602.0
9 mm thickness,One Square Metre,5128.0
12 mm thickness,One Square Metre,5824.0
P/F 50 mm thick extruded polystyrene rigid insulation board of required size between cavity wall,One Square Metre,1005.0
P/F 50 mm thick extruded polystyrene rigid insulation board of required size underdeck on ceiling surface,One Square Metre,1092.0
P/F factory made solid Foam uPVC profile for kitchen cabinet frame (45 x 20 mm),One Metre,451.0
P/F factory made Kitchen Cabinet Shutter/Partition 20 mm nominal thickness..,One Square Metre,5351.0
Providing and fixing concealed hinge of approved quality for 19-20mm thick door,Each,144.0
S/L bi-axial extruded high modulus polypropylene geogrid coforming to MORTH SPECIFICATION for base/sub-base reinforcement,One Square Metre,250.0
S/L of bi-axial extruded high modulus polypropylene geogrid coforming to MORTH SPECIFICATION for base/sub-base reinforcement having minimum tensile strength 20kN/m,One Square Metre,277.0
S/L of bi-axial extruded high modulus polypropylene geogrid coforming to MORTH SPECIFICATION for base/sub-base reinforcement having minimum tensile strength 30kN/m in the longitudinal and transverse direction,One Square Metre,402.0
S/L bi-axial extruded high modulus polypropylene geogrid coforming to MORTH SPECIFICATION for base/sub-base reinforcement having minimum tensile strength 40kN/m in the longitudinal and transverse direction,One Square Metre,555.0
"S/L of drainage composite for use behind walls, between two different fills, alongside drains of road, below concrete lining of canals etc.",One Square Metre,1167.0
Ultimate tensile strength- 100 kN/m,One Square Metre,394.0
Ultimate tensile strength- 150 kN/m,One Square Metre,411.0
Ultimate tensile strength- 200 kN/m,One Square Metre,646.0
Ultimate tensile strength- 250 kN/m,One Square Metre,663.0
Ultimate tensile strength- 300 kN/m,One Square Metre,682.0
Ultimate tensile strength- 350 kN/m,One Square Metre,699.0
Ultimate tensile strength- 400 kN/m,One Square Metre,843.0
Ultimate tensile strength- 500 kN/m,One Square Metre,934.0
Ultimate tensile strength- 600 kN/m,One Square Metre,1023.0
Ultimate tensile strength- 700 kN/m,One Square Metre,1203.0
Ultimate tensile strength- 800 kN/m,One Square Metre,1338.0
Ultimate tensile strength- 900 kN/m,One Square Metre,1563.0
Ultimate tensile strength- 1000 kN/m,One Square Metre,1743.0
Ultimate tensile strength- 1100 kN/m,One Square Metre,1834.0
Ultimate tensile strength- 1200 kN/m,One Square Metre,1923.0
"0.71 mm thick, the profile detail width 1044/920 mm, cover width 1000/875 mm.",One Square Metre,1154.0
"0.91 mm thick, the profile detail width 1044/920 mm, cover width 1000/875 mm.",One Square Metre,1463.0
With 15 mm thick tegular edged light weight calcium silicate false ceiling tiles.,One Square Metre,2207.0
With 15 mm thick tegular/butt edged w/o perforation plain/designer light weight calcium silicate Anti-Microbial Bio-Safe coated tiles.,One Square Metre,2301.0
With 15 mm thick integral densified micro edge light weight calcium silicate false ceiling tiles,One Square Metre,2630.0
With 15 mm thick fully perforated square/butt edge light weight calcium silicate panels/ tiles,One Square Metre,3118.0
P/F 15 mm thick false ceiling tiles with integral densified calcium silicate false ceiling tiles,One Square Metre,1781.0
With semi perforated 12 mm thick micro tegular edged GRG false ceiling tiles.,One Square Metre,1852.0
With fully perforated 12 mm thick micro tegular edged or 10 mm thick square edged GRG false ceiling tiles.,One Square Metre,1907.0
With 16 mm thick beveled tegular mineral fibre false ceiling tile (NRC 0.55 to 0.6),One Square Metre,2334.0
With 20 mm thick beveled tegular mineral fibre false ceiling tile (NRC 0.7),One Square Metre,2671.0
With 16 mm thick beveled tegular mineral fibre Antimicrobial false ceiling tile,One Square Metre,2447.0
75 mm average thickness,One Square Metre,378.0
50 mm average thickness,One Square Metre,256.0
25 mm average thickness,One Square Metre,127.0
Bars upto 12 mm diameter,One Metre,8.0
Bars above 12 mm diameter,One Metre,16.0
Upto and including 12mm dia.,Each,141.0
SBR Polymer (@10% of cement weight) modified cementitious bond coat @ 2.2 kg cement per sqm of surface area mixed with specified proportion of approved polymer,One Square Metre,141.0
Epoxy bonding adhesive having coverage 2.20 sqm/kg of approved make.,One Square Metre,285.0
12 mm average thickness.,One Square Metre,389.0
25 mm average thickness in 2 layers.,One Square Metre,587.0
50 mm average thickness in 3 layers.,One Square Metre,1175.0
50mm thick in Grade M 25 with cement content not less than 330 kg per cum,One Square Metre,569.0
75mm thick in Grade M 25 with cement content not less than 330 kg per cum,One Square Metre,854.0
50mm thick in Grade M 25 with cement content not less than 330 kg per cum,One Square Metre,569.0
75mm thick in Grade M 25 with cement content not less than 330 kg per cum,One Square Metre,854.0
100mm thick in Grade M 25 with cement content not less than 330 kg per cum,One Square Metre,1138.0
Stirrer mixed Acrylic Polymer @ 2% of weight of cement used) modified Cement slurry made with non shrink compound in CC/RCC work,One Kilogram,119.0
Stirrer mixed SBR Polymer (of approved make) modified Cement slurry made with Shrinkage Compensating Cement in concrete/RCC work.,One Kilogram,124.0
Epoxy injection grout in concrete/RCC work of approved make,One Kilogram,553.0
Wooven PVC cloth,One Square Metre,54.0
Cleaning of exposed concrete surface of sticking material including loose and foreign material by sand blasting with coarse sand followed by and including cleaning with oil free air blast,One Square Metre,382.0
25mm thick in Grade M 25 with cement content not less than 330 kg per cum,One Square Metre,747.0
50mm thick in Grade M 25 with cement content not less than 330 kg per cum,One Square Metre,1151.0
75mm thick in Grade M 25 with cement content not less than 330 kg per cum,One Square Metre,1629.0
Providing and inserting 12mm dia galvanised steel injection nipple in honey comb area,Each,237.0
"P/F hard drawn steel wire fabric of size 75 x25 mm mesh or other suitable size wire mesh to be fixed & firmly anchored to the concrete surface by means of ""L"" shaped mild steel shear key welded with existing reinforcement",One Square Metre,903.0
"Outer face 6mm thick fiber cement board fixed on 9mm thick fiber cement board, Inner Face - 12.5 mm thick gypsum plaster board fixed on 8 mm thick fibre cement board",One Square Metre,3581.0
Outer face - 8 mm Board fixed on 10 mm thick cement bonded particle board. Inner face - 12.5 mm thick gypsum plaster board fixed on 8 mm thick cement bonded particle board.,One Square Metre,3168.0
Cement Fiber Board 8 mm thick as per IS 14862:2000 of type B (High pressure Steam Cured),One Square Metre,2221.0
"Cement Bonded particle board 8 mm (Termite, Fire & Moisture Resistance), as per IS:14276 : 1995",One Square Metre,2190.0
Providing and fixing in all exterior face panels breathable vapour barrier underneath the cement fiber board as per National Building Code 2009 complete as per direction of Engineer-in-charge.,One Square Metre,299.0
Cement Fiber Board 6 mm thick as per IS 14862:2000 of type B (High pressure Steam Cured),One Square Metre,1430.0
"Cement Bonded particle board 8 mm thick (Termite, Fire & Moisture Resistance), as per IS:14276 : 1995",One Square Metre,992.0
"Providing and fixing in position, 230mm thick factory made Expanded Polystyrene Core (EPS Core) roof/floor panels made of 3 mm dia G.I. wire mesh with 50 mm pitch in both the directions and on both faces of panel, kept at 120-135 mm gap and connected by the zig zag G.I. wire of 3 mm dia at alternate row by welding (at an angle ranging from 50-70 degree). The EPS core shall consist of 100 mm thick EPS of density not less than 20kg/ per cum. The bottom side of the panel shall be finished by applying a layer of 60-65 mm thick cement mortar 1: 3 {1 cement: 3 coarse sand (not having more than 40% stone chips of size upto 6 mm)} À with the help of shotcreting equipment etc at a pressure of not less than 1 bar (100Kn/m2) and surface finished with trowel. The top face of the panel shall be provided and finished by applying 70-75 mm thick layer of cement concrete 1:1.5: 3 (1 cement :1.5 coarse sand : 3 graded stone aggregate 20 mm nominal size). Fixing operations of roof/floor panels shall be completed in all respect as per drawings and specifications and under the overall direction of the Engineer-in-charge.",One Square Metre,4702.0
Non load bearing panels 50mm thick of required size,One Square Metre,1316.0
Non load bearing panels 60mm thick of required size,One Square Metre,1488.0
Non load bearing panels 75mm thick of required size,One Square Metre,1840.0
Non load bearing panels 90mm thick of required size,One Square Metre,2142.0
Non load bearing panels 100mm thick of required size,One Square Metre,2518.0
26.50.1 Non load bearing panels 50mm thick of required size (minimum 4mm thick fibre cement board),One Square Metre,1528.0
Non load bearing panels 75mm thick of required size (minimum 5mm thick fibre cement board),One Square Metre,1841.0
"Supplying of standard quality GFRG panel of 124 mm thickness with modular cavities purchased from GFRG panel manufacturing plant in the country, cut to required wall sizes and floor/ roof slab sizes in correct length and height, including cutting of door, window and ventilator opening as per the cutting drawing prepared by architects /design engineers for the construction of GFRG building and loaded in stillages for transportation to the construction site. Cost of panel includes security deposits, hire charges of stillages & jaws, cost of transportation in trucks/ lorries without any damages upto 300kms including all leads and lifts from GFRG manufacturing plant to construction site and unloading at site using suitable fork lift/ crane. (Payment shall be made on the basis of area of one side of panel without reduction of opening of door/ window / ventilator). For transportation above 300kms, additional charges to be paid.",One Square Metre,1477.0
Supplying and fixing 10 Gauge weld mesh of size 100mm x 100 mm for floor/roof slab concrete screed over the micro beams as reinforcement. The weld mesh shall be fixed as per drawing.,One Square Metre,255.0
"Application of ZMB 60/equivalent solution (100 Kg ZMB 60/equivalent, 1 litre ZMB Nano Thinner, 20 litre water & 1 Litre Zycoprime/equivalent = 122 litre/kg) over already applied coat of Zycosil/equivalent & Zycoprime/equivalent solution on the top of all the RCC plinth beams by brush/spray coat before erection of GFRG over RCC plinth beams in GF. In the case of upper floors 150 mm wide on floor slab for all the external walls, bath/toilet/wet areas (3 hrs drying time) before erection of wall panel on upper floors including erection of parapet wall.",One Square Metre,371.0
"After erection of GFRG wall panels, seal all GFRG wall joints with paper tape temporarily. Water proofing treatment of vertical joints with Zycosil/equivalent water proofing Solution (1 litre of Zycosil/ equivalent & 20 litres of water stirred first & 2 litres of Zycoprime/ equivalent added and stirred (total 23 litres)) with 50 ml syringe till the gap and in filled concrete is completely saturated. After removing the paper seal, seal off the vertical joints with water proofing material ""Grout RW/equivalent "" (Sealing cost excluded.)",One Metre,92.0
"Filling of joints between RCC plinth beam / floor slab and wall panel of external walls, toilet / bath room / wet areas walls on all floor and parapet wall over roof slab, stair case head room at the time of erection of GFRG panels with Grout RW/equivalent sealant compound after the erection of panel before the infill of concrete in panel cavities and fine finish. This applies for all horizontal and vertical joints between GFRG wall and slab panels.",One Metre,49.0
"Water proofing treatment of Vertical joints (of external side and internal side) between door frame, window & ventilator frames (on all four sides) of outer wall over the Zycosil/equivalent & Zycoprime/equivalent solution already applied (before the installation of door / window / ventilator frames in position) and fine finish with Grout RW/equivalent.",One Metre,50.0
Water proofing treatment of RCC sunshade with Zycosil/equivalent water proofing Solution (1 litre of Zycosil/equivalent & 20 litres of water stirred first & 2 litres of Zycoprime/equivalent added and stirred (total 23 litres)) till it meets the saturation level and testing as per RILEM or by water drops test in which water drops do not absorb but drops remain or rolls.,One Square Metre,136.0
"In-filling / sealing of joint between RCC lintel cum sunshade and wall (on external side) in all floors by pushing in Grout RW/equivalent in paste form and coving 20 mm x 20 mm after applying a coat of Zycosil/equivalent & zycoprime/equivalent solution before cement plastering of top, bottom and sides of RCC sunshade.",One Metre,50.0
"Designing, Providing, installing and fixing factory finished customed design pregalvanized high tensile steel joists manufactured from G350 Z275 confirming to IS:277-1992, minimum coating of galvanizing 275 gm/sqm, minimum yield stress 35 MPa & minimum tensile strength of 380 MPa placed 1.23 metre apart to support the load of slab etc as per the design & directions of Engineer-in-Charge.",One Kilogram,182.0
Providing and fixing special adjustable lockbars of mild steel E-250 to support the temporary plywood for work between joists during construction as per design & directions of the Engineer-in-charge.,One Kilogram,27.0
"Suspended floors, roofs, landings, balconies and access platform.",One Square Metre,107.0
"Providing and fixing roofing consist of 0.8 mm thick galvanized steel deck sheet confirming to IS 277:1992 used as permanent shuttering over which MS wire mesh 3mm laid at 100x100 mm grid including edge trim covered with concrete. This metal deck will be supported on structural steel beam with shear studs. (Structural steel like Beam, column, joists etc. & concrete of different grade as per design will be paid separately).",One Square Metre,1526.0
Cement mortar 1:6 (1 cement : 6 coarse sand),One Cubic Metre,7387.0
Cement mortar 1:6 (1 cement : 6 coarse sand),One Cubic Metre,9845.0
Cement mortar 1:6 (1 cement : 4 coarse sand),One Square Metre,897.0
Cement mortar 1:6 (1 cement : 4 coarse sand),One Square Metre,1099.0
"Providing and laying 60mm thick factory made cement concrete paver block of approved shape and colour of M -30 grade made of C&D waste by block making machine with vibratory compaction laid in required pattern and including over 50mm thick compacted bed of coarse sand, filling the joints with fine sand etc. all complete as per the direction of Engineer-in-charge.",One Square Metre,830.0
100 mm thick hollow core slab,One Metre,1287.0
120 mm thick hollow core slab,One Metre,1501.0
150 mm thick hollow core slab,One Metre,1823.0
200 mm thick hollow core slab,One Metre,2217.0
250 mm thick hollow core slab,One Metre,2717.0
300 mm thick hollow core slab,One Metre,3217.0
350 mm thick hollow core slab,One Metre,3717.0
400 mm thick hollow core slab,One Metre,4217.0
100 mm thick hollow core slab,One Metre,18.0
120 mm thick hollow core slab,One Metre,22.0
150 mm thick hollow core slab,One Metre,28.0
